employee_id,department,years_of_service,performance_score,basic_salary,hra,other_allowances,overtime_hours,bonuses,tax_deductions,other_deductions,net_salary,is_anomaly,anomaly_type
EMP00436,Operations,4,56.0,20000.0,9939.43,2468.95,2.3,0.0,5943.43,513.35,26382.85,0,Normal
EMP00266,Operations,15,50.0,43405.24,20748.93,7925.77,8.1,0.0,12856.89,1291.7,61227.44,0,Normal
EMP00574,Finance,23,65.2,37864.71,13384.43,5994.32,5.7,0.0,7891.26,2448.95,48926.65,0,Normal
EMP01081,Operations,3,77.5,56154.75,26281.64,11725.43,2.4,0.0,10364.69,2852.01,82208.6,0,Normal
EMP01085,Management,25,65.6,99544.15,33748.78,10659.14,7.9,18740.08,25566.67,6545.94,137952.03,0,Normal
EMP01070,Sales,15,88.5,44153.22,20508.12,8417.68,22.0,0.0,11944.91,2515.26,67725.45,0,Normal
EMP00479,Management,23,45.4,76158.03,28643.3,11320.85,4.4,0.0,10968.72,3360.81,104934.17,0,Normal
EMP00241,Management,17,83.7,93187.52,29034.33,20831.47,26.1,0.0,24171.86,4330.62,137352.66,0,Normal
EMP00193,Management,2,52.8,91741.81,33712.28,20196.69,0.9,13505.8,14473.37,6493.4,138963.88,0,Normal
EMP00421,Operations,3,42.6,44704.78,19932.47,9145.46,7.3,0.0,7602.25,1097.61,68142.33,0,Normal
EMP00790,Management,15,93.7,88142.69,29676.63,9755.05,2.8,0.0,23937.6,4754.87,101195.65,0,Normal
EMP00887,Finance,7,53.1,48851.06,15518.86,9236.13,19.4,0.0,8534.93,3763.32,70192.59,0,Normal
EMP00298,Engineering,28,97.2,29159.32,14549.45,4679.53,11.7,4104.49,5892.47,1543.95,48254.78,0,Normal
EMP00865,Sales,13,99.9,48385.07,21252.23,9861.24,1.0,4321.04,6912.02,3121.24,74239.93,0,Normal
EMP00592,Finance,15,56.9,42835.07,17884.38,6309.0,17.7,5330.76,6181.33,2963.85,70321.98,0,Normal
EMP00082,Finance,3,94.6,44477.4,17581.36,5192.25,13.7,0.0,10548.94,1092.63,61322.01,0,Normal
EMP01166,Sales,20,82.9,37039.95,14815.98,5555.99,305.5,3703.99,7407.99,1852.0,157940.65,1,impossible_overtime
EMP00746,Operations,8,75.6,29175.98,14353.78,6866.87,14.7,0.0,3384.31,1012.32,50020.81,0,Normal
EMP00050,Engineering,20,92.1,70341.42,31880.36,16619.23,0.9,12666.58,10808.33,2244.06,119048.71,0,Normal
EMP00351,HR,9,86.3,38342.02,18545.47,4318.05,1.7,2605.88,5212.96,1313.25,57896.29,0,Normal
EMP00679,Management,6,52.9,85817.02,36990.12,,3.9,0.0,24838.37,5660.62,112378.8,0,Normal
EMP00411,Sales,4,85.3,43524.25,13057.38,9315.24,6.8,0.0,9430.25,2324.66,56916.63,0,Normal
EMP00904,Finance,17,67.9,60481.62,30194.33,11583.21,5.2,0.0,7742.19,4321.98,93143.47,0,Normal
EMP01207,HR,10,63.1,21598.73,8639.49,3239.81,10.6,2159.87,-3194.75,-942.22,41921.24,1,negative_deduction
EMP00932,Operations,4,74.2,23339.59,7183.64,4423.83,11.4,0.0,6199.2,478.31,30763.97,0,Normal
EMP00988,Sales,7,57.8,25063.36,9533.54,4933.48,1.5,1421.47,4174.65,1972.73,35156.92,0,Normal
EMP00363,HR,5,58.6,33285.57,10663.39,4484.27,4.6,3265.29,4642.1,2382.12,46109.74,0,Normal
EMP00345,Sales,2,94.0,44015.23,21948.24,7155.95,7.7,0.0,12684.89,2796.47,60815.41,0,Normal
EMP00071,Operations,13,70.4,44560.37,13815.73,4791.86,11.2,8602.63,12910.51,2947.68,60591.24,0,Normal
EMP00910,Sales,13,46.4,27582.31,8798.3,4883.62,3.0,0.0,7792.47,1102.6,33144.91,0,Normal
EMP00024,Sales,16,93.4,44014.09,21359.01,4975.91,3.1,3341.27,11199.3,2136.41,61633.73,0,Normal
EMP00102,Finance,6,76.7,62290.25,25167.38,8419.39,2.8,3893.57,18389.06,4272.32,78744.33,0,Normal
EMP00707,Sales,6,100.0,41807.69,13399.93,6894.75,4.0,8345.38,8120.5,1876.5,62018.54,0,Normal
EMP00059,Engineering,24,62.5,57992.6,21443.58,12492.61,3.3,9447.52,7275.89,3050.89,92843.68,0,Normal
EMP00645,Engineering,20,95.8,67288.75,30184.14,7303.0,3.3,,17499.98,4116.86,85240.8,0,Normal
EMP01122,Engineering,19,60.1,0.0,12769.47,3811.55,0.0,33170.71,0.0,0.0,49751.73,1,ghost_employee
EMP01106,HR,14,83.6,34953.26,13981.3,5242.99,1.9,160229.15,6990.65,1747.66,206290.99,1,bonus_abuse
EMP00362,Finance,23,89.9,63725.16,30820.54,7667.34,0.7,11826.94,13361.9,1996.88,99099.4,0,Normal
EMP01165,HR,14,77.4,29810.72,11924.29,4471.61,0.5,14905.36,1490.54,596.21,59164.97,1,duplicate_manipulation
EMP00219,Finance,12,80.5,50845.04,23115.6,10362.31,17.3,0.0,6854.02,1824.93,83890.43,0,Normal
EMP00297,Operations,25,78.8,27068.86,13271.48,5264.17,10.5,0.0,3110.27,1291.95,43866.88,0,Normal
EMP00965,Sales,4,90.3,40099.83,16042.81,7998.07,9.0,0.0,9182.11,1878.97,56463.05,0,Normal
EMP00482,Finance,7,48.3,46292.05,20687.4,8817.36,0.3,,6213.34,1068.42,68645.25,0,Normal
EMP00232,HR,2,67.6,41010.29,16059.6,6119.84,17.0,7460.57,11464.8,1875.13,63846.39,0,Normal
EMP00765,Engineering,15,89.3,49883.71,21869.75,6638.18,3.7,0.0,7287.96,1232.71,71601.31,0,Normal
EMP00948,Management,16,59.3,78908.11,38335.76,8929.89,0.4,0.0,12836.29,2050.34,111583.04,0,Normal
EMP00902,Engineering,22,55.7,71483.9,26095.78,15686.18,28.8,0.0,14208.81,4941.27,113416.43,0,Normal
EMP00052,Operations,29,47.7,35371.49,14952.27,6011.21,41.4,2017.75,8524.98,1792.91,61763.39,0,Normal
EMP00582,Management,23,95.1,85086.44,30139.25,15296.91,12.1,0.0,13079.14,2518.12,124577.33,0,Normal
EMP01027,Operations,10,58.6,42718.81,13422.55,6210.03,0.8,0.0,4604.01,1095.85,56971.92,0,Normal
EMP00554,Finance,17,96.8,66514.67,29327.04,13134.53,7.0,10389.07,13484.3,4013.21,106232.83,0,Normal
EMP00486,Management,2,89.0,83067.49,25109.94,11744.78,0.7,0.0,19107.06,5363.61,95996.67,0,Normal
EMP01167,Sales,6,73.1,0.0,11775.99,2126.2,0.0,42959.4,0.0,0.0,56861.59,1,ghost_employee
EMP00110,Engineering,9,87.4,63508.05,19742.52,12814.34,0.6,0.0,18903.32,2957.97,74560.85,0,Normal
EMP00619,Operations,21,65.0,33927.86,14505.44,3929.61,3.3,5955.67,6230.05,1061.35,52076.82,0,Normal
EMP00124,Engineering,24,46.4,25913.45,8302.11,3803.63,21.8,4660.45,4044.9,1030.45,42900.35,0,Normal
EMP00055,Finance,23,93.3,57100.33,18016.86,9883.48,1.7,4024.17,13789.99,2358.69,73786.2,0,Normal
EMP00918,Management,2,91.4,110510.92,34045.12,26657.57,4.9,0.0,32853.0,7246.11,136191.1,0,Normal
EMP00711,Operations,7,60.5,40894.75,13854.02,8721.63,25.4,0.0,6731.1,1138.94,65338.42,0,Normal
EMP00129,Engineering,11,75.7,43396.29,19866.23,6574.88,2.7,5754.5,6856.5,1110.16,68723.71,0,Normal
EMP00057,Engineering,3,43.2,51306.66,19569.45,,4.0,9357.01,14060.04,2285.8,75535.77,0,Normal
EMP00087,Operations,19,95.9,24757.56,9198.99,5452.03,2.2,0.0,4306.52,1331.65,34281.03,0,Normal
EMP00716,Management,20,60.4,70477.05,31691.5,13708.77,4.7,0.0,14140.79,4053.32,100788.61,0,Normal
EMP00927,Sales,28,58.7,29343.14,10164.57,3798.3,6.4,5454.64,5538.72,764.34,44218.18,0,Normal
EMP00276,HR,9,70.6,40301.34,14040.13,8115.62,10.0,4785.3,6972.89,2753.99,61293.76,0,Normal
EMP01183,Engineering,18,80.7,0.0,13190.69,5207.51,0.0,27232.7,0.0,0.0,45630.9,1,ghost_employee
EMP00448,Operations,22,53.9,42936.34,13245.19,8014.97,21.6,0.0,7848.13,2386.8,62656.18,0,Normal
EMP00171,Finance,23,61.2,69002.97,23678.24,12401.09,0.6,0.0,12705.25,4225.98,88539.21,0,Normal
EMP00882,Finance,17,42.2,32220.58,13931.98,4939.93,8.3,3179.07,3250.15,761.25,52767.32,0,Normal
EMP00911,Finance,18,60.7,47293.31,23636.18,6773.71,1.1,0.0,12112.02,1445.72,64633.17,0,Normal
EMP01134,Engineering,23,70.6,458729.15,183491.66,68809.37,17.8,68809.37,91745.83,22936.46,741707.69,1,salary_spike
EMP00322,Operations,14,74.2,32754.6,10892.21,8082.3,8.1,0.0,7239.43,872.05,46104.93,0,Normal
EMP00561,Operations,26,75.9,29851.85,10558.8,6173.98,9.6,2692.07,6855.23,1043.55,44064.59,0,Normal
EMP00433,Finance,11,65.4,29801.74,11151.46,5989.07,19.5,,3757.05,729.69,49697.77,0,Normal
EMP00429,Sales,6,64.1,48372.98,17658.99,7821.7,3.1,0.0,10369.51,1903.01,62986.99,0,Normal
EMP00637,HR,25,68.5,34136.99,16737.3,,4.6,4986.48,5349.0,1064.05,56720.68,0,Normal
EMP00981,Sales,29,53.3,36488.06,15395.75,4957.27,8.2,0.0,5655.5,2121.26,51869.34,0,Normal
EMP00893,Operations,8,67.8,42801.58,13128.75,5629.1,4.9,0.0,11217.72,3091.3,49216.61,0,Normal
EMP00650,HR,26,53.4,37976.38,18386.39,6053.08,23.7,2247.54,7025.65,834.67,65240.95,0,Normal
EMP01132,Operations,12,42.3,32565.68,13026.27,4884.85,12.1,3256.57,-2681.5,-195.2,60304.24,1,negative_deduction
EMP01024,Management,25,74.2,76234.01,37171.17,11247.67,2.9,6611.01,8755.43,2310.02,122271.02,0,Normal
EMP00414,Finance,28,86.6,40057.02,12454.8,5617.04,0.9,0.0,5682.39,1915.55,50868.9,0,Normal
EMP00739,Sales,22,45.0,45929.04,18548.21,6524.23,7.5,0.0,6210.43,2046.63,65973.81,0,Normal
EMP00462,Finance,27,59.7,35569.8,13955.57,6524.52,11.4,,6698.13,2071.94,55764.79,0,Normal
EMP00434,Engineering,7,82.2,61095.9,29349.74,13664.25,7.5,0.0,9888.59,2910.68,95606.43,0,Normal
EMP00876,Engineering,7,81.3,77058.2,27271.08,9540.62,10.3,0.0,16421.99,2048.03,102840.81,0,Normal
EMP00781,Finance,3,57.2,46317.47,20596.86,4987.12,0.5,8449.49,9784.44,1658.25,69125.36,0,Normal
EMP00378,Engineering,8,90.6,38562.36,14291.6,6156.58,0.1,3981.54,4728.52,1604.52,56695.19,0,Normal
EMP00287,HR,14,89.1,35917.06,13975.63,6592.79,0.0,0.0,6451.33,2606.82,47427.33,0,Normal
EMP00895,Finance,6,83.8,52085.4,18161.1,5405.42,4.5,0.0,12759.58,2056.74,63032.95,0,Normal
EMP00877,Operations,16,,33212.27,11231.9,8050.35,14.5,2173.47,7632.72,2158.05,49392.01,0,Normal
EMP00234,HR,12,49.0,39671.52,14304.88,4471.11,2.4,4851.8,8341.47,3036.38,52814.07,0,Normal
EMP00763,Engineering,23,73.9,58585.03,21526.56,10613.68,9.7,0.0,17081.47,4205.33,74766.05,0,Normal
EMP00813,Engineering,9,87.3,43008.37,14795.84,10684.39,3.0,0.0,10207.18,3227.39,56263.64,0,Normal
EMP01042,Operations,14,72.0,32039.91,11530.42,7343.95,6.2,0.0,8543.6,1525.72,42707.28,0,Normal
EMP00725,Finance,28,48.5,41919.49,13961.58,8732.25,3.5,0.0,8597.12,2337.51,55054.17,0,Normal
EMP00901,Engineering,8,95.7,61134.43,29199.25,11316.51,0.5,0.0,18101.55,2950.75,80884.46,0,Normal
EMP00846,Sales,15,68.9,43616.24,19703.33,9480.59,16.8,0.0,9457.96,2644.35,67567.41,0,Normal
EMP00993,Sales,28,92.2,53391.37,22244.88,10878.4,1.2,0.0,5460.76,1170.54,80484.0,0,Normal
EMP01012,Management,8,99.7,50075.14,15323.25,7788.43,2.3,0.0,9374.55,2016.29,62875.73,0,Normal
EMP00717,Operations,13,60.1,41354.12,16038.87,9275.64,3.1,0.0,4696.14,3274.54,59899.8,0,Normal
EMP00267,Finance,25,83.1,62160.79,27446.74,9975.64,1.7,0.0,13845.79,4429.62,82298.45,0,Normal
EMP00200,Operations,28,91.0,37085.39,15539.76,4082.55,0.5,0.0,6638.21,1962.95,48280.38,0,Normal
EMP00175,Finance,25,74.6,56748.7,18574.99,10748.9,3.5,0.0,6268.11,2144.33,79522.22,0,Normal
EMP00359,Management,21,76.6,67068.67,28928.48,6945.37,1.8,0.0,17840.7,3146.36,83087.24,0,Normal
EMP00148,HR,28,77.3,44472.44,19590.47,8302.28,2.6,,7007.78,2730.51,70361.49,0,Normal
EMP01093,Finance,21,46.7,54148.1,20649.97,,0.1,0.0,8981.58,3162.41,74418.47,0,Normal
EMP00947,Engineering,17,57.6,77814.29,37789.45,8733.58,0.1,8361.95,13839.53,4183.51,114749.18,0,Normal
EMP00443,Sales,25,70.6,50271.69,22213.26,6205.05,26.5,0.0,14694.41,2267.4,74217.56,0,Normal
EMP00708,Operations,20,58.5,29022.31,10986.28,5495.43,16.1,0.0,6230.52,2200.5,41453.55,0,Normal
EMP00399,Operations,15,49.2,20000.0,7328.76,2250.57,0.3,0.0,4424.06,1001.62,24209.9,0,Normal
EMP00719,Engineering,10,75.9,58522.7,19433.81,8284.5,9.3,5675.37,15285.78,1567.61,80165.44,0,Normal
EMP00515,Engineering,15,48.5,49680.61,23907.18,12161.59,12.9,0.0,4972.14,3419.5,83365.99,0,Normal
EMP01186,Engineering,29,87.6,54652.05,21860.82,8197.81,360.9,5465.21,10930.41,2732.6,261424.68,1,impossible_overtime
EMP00328,Finance,28,84.8,65312.03,24257.27,14421.84,15.6,0.0,12996.87,3334.03,97212.12,0,Normal
EMP00874,Sales,22,74.5,49272.52,21052.91,7854.05,0.2,0.0,11778.4,2657.14,63836.33,0,Normal
EMP00771,Engineering,11,65.9,77479.57,29740.87,16623.54,0.6,12914.42,15854.77,5888.18,115451.27,0,Normal
EMP00169,Engineering,26,71.4,54707.74,21579.82,6454.62,7.9,0.0,16005.13,2583.59,68205.25,0,Normal
EMP00210,Engineering,2,75.5,34123.43,16898.02,8215.13,5.3,2737.04,6192.76,1696.05,55780.32,0,Normal
EMP01092,Finance,27,83.1,45934.29,21679.1,6648.57,0.9,0.0,11528.96,1954.85,61165.72,0,Normal
EMP00136,Sales,13,74.6,42241.97,18476.8,4809.42,1.5,0.0,12111.75,3101.33,50909.14,0,Normal
EMP00185,Sales,22,84.2,44020.07,16444.01,9822.95,7.3,5990.97,6479.82,1647.1,71163.7,0,Normal
EMP00721,Management,17,62.9,88395.74,29687.77,10488.32,10.7,0.0,20580.75,3103.68,113754.6,0,Normal
EMP00465,Management,24,62.6,69028.78,30772.77,15376.65,1.6,0.0,15777.68,1823.41,98612.54,0,Normal
EMP00693,HR,27,64.2,31011.3,12497.59,5670.57,8.4,4037.15,5190.81,1629.38,48838.56,0,Normal
EMP00159,Engineering,27,86.3,79903.13,27309.02,18724.05,31.8,14521.42,16527.49,1801.02,145950.23,0,Normal
EMP00141,Management,3,86.5,61970.84,18645.33,10349.58,8.3,8543.72,18230.64,4689.71,81411.23,0,Normal
EMP00428,Operations,9,43.9,33780.24,12180.69,4543.41,2.6,6497.2,4390.5,1477.19,51957.24,0,Normal
EMP00992,Finance,2,80.0,38695.57,18738.78,8314.86,1.9,7087.97,8152.6,1927.87,63445.97,0,Normal
EMP00529,Engineering,16,74.7,80887.7,28889.18,11648.07,2.9,0.0,15406.25,3763.65,104454.18,0,Normal
EMP01147,Management,11,44.7,83367.93,33347.17,12505.19,376.9,8336.79,16673.59,4168.4,411290.46,1,impossible_overtime
EMP00248,Management,28,74.5,27867.4,8781.6,5645.38,13.4,0.0,3637.58,1328.11,40829.53,0,Normal
EMP00382,Finance,1,96.4,68030.28,26116.12,14042.53,0.7,0.0,16919.73,2205.49,89510.16,0,Normal
EMP01202,HR,28,99.8,51374.42,20549.77,7706.16,16.3,25687.21,2568.72,1027.49,109572.0,1,duplicate_manipulation
EMP01095,Engineering,22,57.9,68512.6,26774.59,8282.36,2.5,11482.22,12319.12,4860.83,99477.58,0,Normal
EMP01010,HR,1,62.4,25760.28,11863.33,5603.07,3.5,2142.54,5282.71,1469.71,39462.06,0,Normal
EMP01143,Finance,7,62.5,252351.65,100940.66,37852.75,20.8,37852.75,50470.33,12617.58,415118.47,1,salary_spike
EMP00364,HR,7,96.6,39952.96,16028.79,9199.63,8.6,5307.78,6530.35,1413.35,65766.67,0,Normal
EMP00209,Engineering,26,48.3,68785.19,27807.05,9936.27,0.0,0.0,9510.09,2469.9,94548.52,0,Normal
EMP00983,Engineering,27,58.4,41275.29,19301.6,8832.95,25.4,0.0,7673.92,3259.79,68304.81,0,Normal
EMP00807,Management,20,79.4,103708.07,38900.25,13013.61,6.7,0.0,12995.56,7244.56,141895.97,0,Normal
EMP00164,HR,1,64.2,34612.8,13267.12,4450.91,1.7,0.0,4716.0,1371.82,46794.65,0,Normal
EMP00423,Engineering,6,54.9,82831.95,28565.32,16253.76,2.7,0.0,10495.07,4756.74,114495.9,0,Normal
EMP00964,Sales,25,88.6,35527.62,11847.45,6561.55,1.1,0.0,5845.6,1727.63,46729.77,0,Normal
EMP00157,Finance,28,100.0,64491.33,24928.86,10341.89,11.5,,10588.64,2061.33,94065.08,0,Normal
EMP00329,Sales,1,52.3,50264.85,24390.46,12164.77,8.8,9646.39,6342.73,3793.05,90477.54,0,Normal
EMP01197,Management,5,80.8,0.0,14643.97,8889.04,0.0,29457.03,0.0,0.0,52990.04,1,ghost_employee
EMP00221,Finance,18,55.2,60958.94,22531.59,8167.17,6.1,0.0,6288.99,3809.9,85044.9,0,Normal
EMP00197,Operations,4,80.7,29995.5,11955.39,3533.66,0.2,0.0,6120.04,1327.2,38093.55,0,Normal
EMP01001,Engineering,24,51.0,67006.99,31908.37,,9.2,0.0,11262.33,2835.71,102367.68,0,Normal
EMP00533,Management,1,58.8,103431.34,32199.95,22633.74,4.1,12450.72,21460.29,4466.85,148764.25,0,Normal
EMP00295,Engineering,14,73.6,74134.06,36483.25,17604.1,10.4,0.0,13956.1,5541.45,115951.93,0,Normal
EMP00199,Operations,28,76.9,38952.24,15821.91,5149.66,3.0,2478.93,10699.34,1975.71,50823.22,0,Normal
EMP00368,Management,21,55.1,85576.77,28672.01,9063.33,3.4,0.0,11271.08,3466.09,111302.7,0,Normal
EMP00942,Finance,19,67.0,41728.34,16209.74,6090.76,1.7,7573.03,9744.42,3075.64,59446.86,0,Normal
EMP00558,Engineering,3,63.6,61674.76,21762.26,13381.77,5.2,0.0,7347.81,1975.87,90501.75,0,Normal
EMP00653,Finance,23,89.9,57660.26,20398.51,9331.85,25.9,0.0,11949.42,2071.28,87370.55,0,Normal
EMP00668,Engineering,23,54.3,61985.17,22220.24,9924.17,5.5,10636.07,17113.14,3380.13,87468.49,0,Normal
EMP00291,Engineering,1,77.1,52923.14,26262.5,12898.31,8.7,0.0,14538.57,2894.08,78967.84,0,Normal
EMP00631,Operations,28,71.8,36797.48,11499.41,8636.01,4.2,4932.79,7378.24,2312.55,53623.8,0,Normal
EMP00990,Operations,16,82.9,35742.76,14816.14,5200.85,5.5,0.0,8211.51,1909.28,47481.95,0,Normal
EMP00977,Finance,10,41.3,57790.36,27015.46,6976.38,0.5,0.0,12382.62,2901.92,76768.55,0,Normal
EMP00539,HR,5,48.4,52093.71,17701.36,7334.44,8.7,4841.26,14685.79,1536.48,69997.39,0,Normal
EMP00528,Sales,27,76.2,37608.8,17177.89,7792.84,0.5,5909.01,10125.75,1181.95,57357.13,0,Normal
EMP00097,HR,29,44.8,36311.35,12650.38,3991.52,5.4,0.0,4009.11,2804.52,47977.88,0,Normal
EMP00466,Sales,8,93.7,40317.26,19043.38,4274.47,11.3,0.0,7111.8,2027.36,58767.06,0,Normal
EMP00848,Management,28,99.2,88805.37,38259.71,12086.46,5.0,0.0,9753.64,5768.18,127792.47,0,Normal
EMP00179,Management,8,96.8,87186.02,37399.88,15868.23,3.9,0.0,22947.94,3364.15,117329.78,0,Normal
EMP00032,Engineering,15,81.8,77160.49,28683.88,17832.62,4.3,0.0,14051.0,5687.04,107049.48,0,Normal
EMP00837,Management,2,65.1,90560.49,29709.72,11488.03,4.6,0.0,16146.11,6349.54,113168.01,0,Normal
EMP00885,Operations,11,77.0,42602.46,19263.57,6933.91,8.4,0.0,5068.71,2092.66,64993.51,0,Normal
EMP00917,Sales,2,75.9,42392.42,14765.25,7958.08,4.8,0.0,8934.02,2788.44,55300.95,0,Normal
EMP00571,HR,22,62.3,30686.34,12882.4,5595.07,6.5,5740.56,7095.58,1097.13,48581.61,0,Normal
EMP00245,Engineering,17,55.3,65995.93,32883.5,15831.32,19.2,0.0,15875.17,3825.17,106889.68,0,Normal
EMP00334,Engineering,3,90.1,52304.4,24562.59,5432.62,6.0,0.0,13863.89,3485.1,67892.74,0,Normal
EMP01198,Engineering,21,,402639.2,161055.68,60395.88,18.4,60395.88,80527.84,20131.96,653282.1,1,salary_spike
EMP00753,Finance,18,65.4,51349.37,22615.76,9663.96,0.6,0.0,10439.81,1382.53,72095.59,0,Normal
EMP00089,Operations,18,44.8,40201.61,13048.8,8547.48,0.6,3180.72,6543.07,1839.6,56822.07,0,Normal
EMP01002,HR,11,68.2,33305.66,15872.91,4890.22,7.2,3871.12,6505.05,2358.73,51324.26,0,Normal
EMP00383,Finance,6,73.3,68454.71,31220.35,,28.7,0.0,14796.31,5140.37,107790.19,0,Normal
EMP00366,Sales,21,79.8,61306.34,18869.23,9989.51,2.6,0.0,12639.64,4431.0,74588.78,0,Normal
EMP01136,Finance,21,44.1,49571.1,19828.44,7435.66,202.5,4957.11,9914.22,2478.56,163507.17,1,impossible_overtime
EMP01059,HR,2,93.4,42466.36,19566.84,4588.29,2.2,8176.12,11203.54,3113.7,61356.24,0,Normal
EMP00599,Engineering,12,50.2,57889.04,22579.67,12331.57,2.6,3844.03,15599.42,4517.24,77938.7,0,Normal
EMP00579,HR,21,54.5,44023.31,19428.63,5570.47,1.7,0.0,7864.06,2083.14,59776.83,0,Normal
