employee_id,department,years_of_service,performance_score,basic_salary,hra,other_allowances,overtime_hours,bonuses,tax_deductions,other_deductions,net_salary,is_anomaly,anomaly_type
EMP00760,Operations,1,76.4,32038.51,10772.32,7880.61,14.2,1734.64,3828.32,2212.95,50649.94,0,Normal
EMP00641,Operations,20,40.1,22366.71,8980.73,4598.87,5.3,0.0,3223.67,1616.76,32217.23,0,Normal
EMP00307,Operations,27,75.0,48571.67,22028.41,6732.82,9.0,3334.26,12055.42,2895.04,69814.93,0,Normal
EMP00351,Sales,27,93.6,40820.82,18488.17,9808.1,0.5,0.0,8028.99,2624.58,58654.87,0,Normal
EMP00500,Operations,16,56.2,62013.07,28257.65,10241.0,2.2,3962.25,11699.22,3489.26,90564.51,0,Normal
EMP00602,Operations,8,51.2,29784.4,10433.27,7051.13,33.9,2880.1,5104.55,746.5,53763.71,0,Normal
EMP00443,Engineering,25,96.2,48836.21,23702.63,5070.82,6.7,4224.91,9115.34,3837.95,71948.8,0,Normal
EMP00570,Engineering,22,77.7,36193.6,11415.5,7631.99,3.6,0.0,7112.59,2520.59,46829.44,0,Normal
EMP00175,Sales,14,41.3,36371.08,12449.87,4260.06,3.4,0.0,5314.36,2013.56,46912.42,0,Normal
EMP00245,Engineering,10,99.9,58445.91,23750.75,9571.95,0.8,0.0,16241.12,4524.88,71440.95,0,Normal
EMP00024,Finance,11,44.1,49946.08,22226.58,10021.16,3.3,0.0,6180.92,1218.94,76339.17,0,Normal
EMP00261,Engineering,14,66.5,48341.12,17382.89,6484.21,5.9,7782.97,11883.24,2800.58,67981.24,0,Normal
EMP00644,Engineering,25,60.6,47148.65,22351.8,7855.08,2.5,5782.73,6278.16,3129.32,74835.83,0,Normal
EMP00395,Management,3,82.3,59752.19,28642.55,8340.19,0.5,0.0,15750.37,4573.57,76691.08,0,Normal
EMP00067,Operations,1,40.7,32074.79,13713.03,3623.21,4.6,5398.93,4928.92,991.91,50272.36,0,Normal
EMP00169,Operations,23,41.3,59906.01,20972.94,,5.8,0.0,8289.21,4533.52,79681.51,0,Normal
EMP00787,Sales,26,99.1,20484.98,6659.53,2155.78,1.6,3082.06,2368.6,1587.22,28733.8,0,Normal
EMP00513,Management,26,57.6,100839.74,50405.28,16449.36,15.7,16336.02,10535.89,2897.3,185439.56,0,Normal
EMP00618,Sales,10,64.0,34860.71,14243.17,8299.48,8.0,0.0,7419.61,1560.92,51037.38,0,Normal
EMP00674,Operations,6,93.6,35369.99,14696.38,7862.79,29.7,0.0,5434.28,2453.4,59889.81,0,Normal
EMP00857,Engineering,11,41.3,32605.04,13042.02,4890.76,337.6,3260.5,6521.01,1630.25,148842.01,1,impossible_overtime
EMP00671,Engineering,15,74.3,38681.2,16512.21,4834.32,7.4,6057.5,6692.24,2259.49,59817.01,0,Normal
EMP00111,Finance,28,62.5,41607.91,19158.7,9499.71,1.3,0.0,6970.62,2050.41,61752.39,0,Normal
EMP00087,Sales,23,65.2,37606.32,16922.22,5841.97,1.7,5902.62,4470.85,1555.3,60846.33,0,Normal
EMP00295,HR,19,89.2,39189.97,14591.37,5560.74,17.8,7415.05,6226.99,813.91,66256.06,0,Normal
EMP00140,Finance,22,90.3,70476.06,30592.39,10044.03,6.3,0.0,11868.65,2314.89,101091.43,0,Normal
EMP00706,Finance,21,49.6,52546.81,17145.14,7429.32,16.2,3856.4,12386.58,1872.25,74699.39,0,Normal
EMP00474,Operations,11,86.4,41212.24,17077.95,6728.9,3.3,0.0,11124.77,1982.12,53187.2,0,Normal
EMP00496,Operations,4,55.0,28408.2,9630.98,3752.62,2.6,2584.42,6602.57,658.59,37807.51,0,Normal
EMP00650,HR,4,52.7,33793.55,14006.88,3529.6,7.3,0.0,6895.54,1258.78,45488.46,0,Normal
EMP00064,Finance,29,45.4,61884.83,23334.11,10569.72,6.2,10760.65,11791.91,3775.02,94579.44,0,Normal
EMP00826,Engineering,24,77.7,53469.98,21387.99,8020.5,0.1,370450.37,10694.0,2673.5,440011.47,1,bonus_abuse
EMP00213,Management,7,83.2,101879.12,32022.89,17409.79,1.8,0.0,21666.25,6930.23,124434.53,0,Normal
EMP00817,Finance,12,77.8,41022.41,16408.96,6153.36,15.7,4102.24,-4099.57,-865.91,78690.44,1,negative_deduction
EMP00066,Finance,29,91.0,42658.27,19798.92,10362.71,4.0,0.0,6098.34,2896.9,65424.35,0,Normal
EMP00752,Engineering,3,72.4,65381.59,21175.57,7719.18,11.0,0.0,7959.71,3953.09,89106.02,0,Normal
EMP00792,Operations,8,56.5,40412.56,16767.21,8257.39,10.7,0.0,7820.67,2300.22,59370.15,0,Normal
EMP00079,Finance,6,48.4,57141.8,23917.41,13483.58,13.0,0.0,9042.82,4355.24,88108.89,0,Normal
EMP00228,Engineering,3,43.4,58868.53,23641.92,11600.35,5.7,0.0,9385.28,2258.04,85613.27,0,Normal
EMP00212,Operations,14,85.5,32101.68,14803.36,5592.2,0.5,0.0,6024.23,1958.62,44664.87,0,Normal
EMP00232,Finance,28,59.6,58535.37,28526.49,14157.17,7.9,8653.48,15523.23,1367.97,97316.59,0,Normal
EMP00287,Engineering,10,53.8,56769.92,22036.64,13881.31,3.8,0.0,7674.42,3739.94,83295.94,0,Normal
EMP00555,Operations,4,87.4,46770.59,21107.71,8794.83,1.9,0.0,13035.9,1944.3,62526.03,0,Normal
EMP00339,Engineering,25,94.6,60664.99,18681.53,6800.13,0.5,3389.19,7097.0,3298.59,79424.62,0,Normal
EMP00710,Sales,17,99.5,40498.85,13114.12,7719.08,13.6,0.0,5704.24,2990.04,57801.37,0,Normal
EMP00678,Sales,5,87.8,39537.84,16364.88,4982.34,1.4,0.0,7082.83,2027.65,52293.51,0,Normal
EMP00050,Management,12,49.1,79338.67,38901.4,16185.67,9.8,0.0,20200.75,3539.48,117974.75,0,Normal
EMP00523,Management,15,59.5,97000.34,31452.41,14664.22,7.4,0.0,13962.26,2024.33,133859.78,0,Normal
EMP00634,Engineering,26,40.6,55784.74,22794.91,9551.04,2.3,0.0,8190.95,1360.47,79782.13,0,Normal
EMP00569,Operations,10,62.3,46961.61,15577.07,6978.26,0.3,0.0,9336.78,2950.2,57362.04,0,Normal
EMP00658,Finance,14,61.0,44102.96,20797.69,10627.86,8.1,0.0,12486.64,1038.77,65352.17,0,Normal
EMP00667,HR,25,43.9,34692.26,12098.83,8023.95,7.9,0.0,8397.2,831.05,48156.19,0,Normal
EMP00856,Finance,15,62.4,40863.5,16345.4,6129.52,379.8,4086.35,8172.7,2043.18,202708.49,1,impossible_overtime
EMP00686,Finance,5,51.9,55972.33,17438.03,12238.06,11.1,9183.92,13684.11,2019.13,84953.72,0,Normal
EMP00780,Operations,5,76.4,39110.15,14675.08,6183.38,5.6,0.0,6354.2,2544.44,53123.25,0,Normal
EMP00034,HR,23,96.0,32690.3,11783.54,6494.14,9.6,0.0,5876.08,1132.47,46901.56,0,Normal
EMP00032,Finance,3,79.7,57733.61,26268.68,6430.26,2.5,0.0,12677.34,3783.73,75324.61,0,Normal
EMP00550,Sales,2,47.2,38101.26,18834.6,6669.0,7.3,0.0,5273.88,2368.52,58570.01,0,Normal
EMP00607,Engineering,24,83.5,63335.73,24273.03,10603.43,1.9,0.0,9141.31,2591.7,87607.35,0,Normal
EMP00482,Engineering,23,97.5,62377.04,19078.41,7622.41,0.6,0.0,7276.17,1339.66,80812.9,0,Normal
EMP00690,Finance,18,91.0,44952.28,18541.67,9237.02,5.5,0.0,8487.42,3173.57,63387.83,0,Normal
EMP00077,Operations,17,56.8,27009.49,10574.58,3829.88,1.3,0.0,4589.19,1330.76,35823.18,0,Normal
EMP00248,Engineering,1,67.8,43835.09,17244.36,8560.51,1.7,2503.73,5288.95,2237.89,65315.47,0,Normal
EMP00480,Operations,16,52.1,23155.37,8649.07,4961.32,1.3,0.0,3249.61,1399.6,32398.76,0,Normal
EMP00282,Sales,6,78.0,40468.94,15141.07,5933.98,7.8,0.0,8162.74,2011.17,54329.37,0,Normal
EMP00110,Sales,6,59.0,39528.18,17136.8,7613.72,0.3,7795.05,5099.23,1231.48,65854.21,0,Normal
EMP00073,Management,8,73.0,83337.07,30502.55,13703.27,0.0,5343.65,9505.7,2416.48,120964.36,0,Normal
EMP00078,Operations,7,57.6,36708.21,18264.02,5810.61,1.6,0.0,7153.68,1504.06,52675.72,0,Normal
EMP00838,Engineering,11,96.7,70719.99,28288.0,10608.0,14.7,393239.09,14144.0,3536.0,494921.18,1,bonus_abuse
EMP00545,Sales,27,58.4,35242.21,11456.95,4061.72,0.4,6294.63,5026.23,2065.38,50096.06,0,Normal
EMP00083,Sales,8,98.3,46145.09,14308.65,5951.68,5.3,9078.16,6849.94,2753.48,68172.99,0,Normal
EMP00544,Engineering,21,81.6,53089.11,21226.97,8359.71,2.8,0.0,6835.65,2031.14,75202.59,0,Normal
EMP00358,Operations,27,72.8,37091.03,14110.69,7480.54,2.3,0.0,10068.56,937.29,48476.19,0,Normal
EMP00502,Finance,23,95.1,56519.68,20030.09,9486.23,11.9,0.0,9192.55,3997.01,79151.92,0,Normal
EMP00517,Sales,5,45.4,41393.14,15909.71,6058.23,0.3,0.0,8646.64,1724.49,53106.37,0,Normal
EMP00454,Sales,17,88.2,35012.72,12431.55,5467.14,0.3,0.0,9375.46,1588.26,42046.16,0,Normal
EMP00384,Operations,1,98.3,44278.43,16805.72,7180.54,1.7,0.0,9942.03,2556.03,56472.32,0,Normal
EMP00378,Management,13,67.5,70586.41,26208.43,17489.79,20.8,0.0,18852.3,1598.54,107598.14,0,Normal
EMP00820,Sales,21,69.8,42219.13,16887.65,6332.87,4.3,240277.8,8443.83,2110.96,296864.62,1,bonus_abuse
EMP00303,Management,22,44.8,92782.34,27966.2,12577.52,12.1,0.0,14561.25,5316.89,123972.92,0,Normal
EMP00347,Engineering,7,76.0,54380.85,19031.83,9078.82,5.6,0.0,10972.67,2259.59,72114.23,0,Normal
EMP00006,Engineering,11,69.0,46913.21,23103.55,5032.07,3.3,4511.6,9563.23,2913.57,68535.01,0,Normal
EMP00055,Operations,19,56.0,34224.24,11862.07,3513.25,0.7,0.0,5718.48,2685.37,41420.31,0,Normal
EMP00425,Management,16,56.4,74085.44,31519.26,11715.6,0.1,0.0,20704.83,4788.1,91896.83,0,Normal
EMP00292,HR,24,42.5,45294.05,21881.11,8283.62,3.9,3667.38,5117.8,1631.36,74033.06,0,Normal
EMP00276,Management,1,44.0,86170.11,32523.32,17748.7,15.6,0.0,24100.46,1950.01,122994.04,0,Normal
EMP00098,Operations,12,79.1,36290.2,13309.93,8309.26,2.8,0.0,8459.7,2683.56,47718.75,0,Normal
EMP00689,Sales,4,49.7,30962.58,9940.68,3321.15,20.4,0.0,7389.45,1561.28,41195.27,0,Normal
EMP00824,Finance,2,49.3,54679.49,21871.8,8201.92,247.1,5467.95,10935.9,2733.97,203219.75,1,impossible_overtime
EMP00445,Engineering,16,98.8,68813.04,21925.34,11444.96,29.4,0.0,8349.96,5236.8,107563.17,0,Normal
EMP00616,Management,21,79.2,60765.03,25801.97,12704.57,6.2,6183.92,17077.71,4338.9,87570.85,0,Normal
EMP00508,Management,6,40.3,101656.8,44072.24,20036.76,6.8,0.0,22442.23,3782.58,146021.61,0,Normal
EMP00085,Engineering,20,99.6,81909.17,27000.85,10681.57,14.0,0.0,11387.88,1648.87,117305.42,0,Normal
EMP00011,Engineering,29,71.6,44487.97,21823.54,,13.2,0.0,12031.4,3360.82,67225.28,0,Normal
EMP00654,Sales,22,46.8,41554.74,19693.37,6909.88,3.2,4632.36,5812.34,1855.9,66368.75,0,Normal
EMP00333,Engineering,1,94.3,70526.62,26161.86,9416.06,3.6,10086.51,18016.71,4623.19,95931.42,0,Normal
EMP00673,Engineering,26,52.0,62326.56,25175.03,7200.77,0.0,4262.98,7300.89,3873.8,87790.65,0,Normal
EMP00119,Operations,3,,43777.92,17791.09,8202.6,12.1,2899.55,4613.35,2868.47,70155.4,0,Normal
EMP00260,Operations,29,54.1,20000.0,6401.19,2691.7,2.3,2436.04,3966.16,454.77,27539.25,0,Normal
EMP00255,Sales,18,58.6,47184.03,15467.25,7623.35,9.2,4447.59,10772.46,2625.05,65394.33,0,Normal
EMP00030,Engineering,7,99.7,46624.1,21985.81,10801.54,11.3,0.0,5975.01,1515.09,76860.59,0,Normal
EMP00211,Management,11,89.8,102127.59,49055.22,22428.65,11.3,11318.55,12247.59,6372.29,177129.27,0,Normal
EMP00382,HR,27,56.0,40179.34,12587.75,7510.67,0.7,0.0,7122.88,2970.56,50448.0,0,Normal
EMP00214,Finance,19,61.3,38408.3,13434.56,7179.51,5.4,0.0,6102.16,1191.89,53672.74,0,Normal
EMP00796,Operations,23,81.4,51382.15,18854.61,5264.37,16.0,0.0,13120.07,1186.75,68901.63,0,Normal
EMP00082,Engineering,20,88.2,52151.23,23114.59,7077.75,2.1,9200.53,8200.99,3423.4,80946.44,0,Normal
EMP00716,Engineering,4,55.6,48065.01,22999.91,7630.62,14.5,0.0,9764.0,2352.26,73113.12,0,Normal
EMP00343,Engineering,27,52.3,52516.69,24735.21,11128.93,3.9,,8551.73,2177.44,84311.69,0,Normal
EMP00540,Finance,12,40.3,43863.67,21574.25,5187.33,2.0,0.0,7484.96,3346.57,60616.16,0,Normal
EMP00315,Engineering,16,97.8,59778.15,28267.96,7947.9,3.5,0.0,16950.41,2962.71,78042.36,0,Normal
EMP00756,Operations,18,64.7,37572.56,13956.22,7198.02,5.8,0.0,7365.15,2675.75,50728.91,0,Normal
EMP00210,Finance,13,44.7,79051.34,26032.18,17471.27,11.2,0.0,10197.98,2975.63,117681.57,0,Normal
EMP00251,Engineering,22,50.1,72940.29,27747.84,11564.28,3.9,0.0,16049.87,2321.38,96548.04,0,Normal
EMP00519,Sales,23,70.9,41535.35,18476.4,4451.29,35.7,0.0,11079.87,2945.7,64338.83,0,Normal
EMP00737,Sales,14,51.2,37630.39,15427.58,4547.4,7.0,4309.77,9569.06,2574.86,52240.71,0,Normal
EMP00412,HR,7,43.1,36699.91,15193.1,6496.3,2.2,0.0,8482.46,877.36,49786.43,0,Normal
EMP00712,Operations,15,54.6,35025.54,16099.38,7316.33,3.9,2489.76,3524.35,1589.83,57097.45,0,Normal
EMP00491,Operations,5,50.2,21391.49,9574.09,2143.8,1.6,0.0,2884.57,1352.18,29193.5,0,Normal
EMP00612,Sales,21,74.5,24402.12,9799.56,2901.55,5.1,0.0,4514.78,869.33,32885.85,0,Normal
EMP00236,Operations,16,74.7,47575.74,20033.43,8996.17,1.4,0.0,10890.62,2125.35,64213.8,0,Normal
EMP00334,Sales,5,85.0,54898.93,25385.76,9112.49,6.5,6069.69,13287.27,1471.43,84053.57,0,Normal
EMP00216,HR,6,69.0,42948.18,19782.33,7683.71,4.2,0.0,7940.92,1183.35,62981.03,0,Normal
EMP00795,HR,23,78.5,32441.55,12992.21,7856.31,0.8,2243.71,3296.54,1636.25,50844.3,0,Normal
EMP00008,HR,16,76.3,37725.18,16337.94,7886.26,10.6,0.0,7846.18,1321.53,56530.61,0,Normal
EMP00193,Sales,3,69.1,33212.16,15663.94,5639.29,3.9,0.0,5685.52,2451.92,47592.27,0,Normal
EMP00156,Sales,29,78.7,44820.71,19453.74,4504.37,10.6,0.0,10235.13,2825.42,60172.33,0,Normal
EMP00320,Engineering,1,84.9,46055.87,21794.8,7768.95,7.4,0.0,5440.81,3280.37,70093.57,0,Normal
EMP00102,Operations,25,77.7,33856.64,15557.28,6242.17,34.6,0.0,7426.79,2397.96,56813.59,0,Normal
EMP00369,Operations,5,68.1,39644.23,15259.03,7261.19,0.5,0.0,7916.78,932.57,53500.93,0,Normal
EMP00774,Engineering,11,71.6,46130.76,18026.51,7107.01,7.8,4235.61,11072.88,2790.5,65009.82,0,Normal
EMP00726,Operations,6,93.9,40140.59,17610.37,6261.28,1.2,5408.89,7097.05,3062.31,59713.35,0,Normal
EMP00484,Operations,20,87.1,42868.79,17241.76,9801.25,3.4,0.0,10831.37,862.67,59584.2,0,Normal
EMP00003,Engineering,20,71.8,63627.64,28092.3,8414.3,5.5,,12441.29,4944.92,97540.08,0,Normal
EMP00197,Management,6,93.7,109232.36,49797.52,19543.16,11.0,16802.99,15574.98,2970.2,188095.44,0,Normal
EMP00465,Finance,10,45.2,58576.44,24794.18,10735.92,8.5,9727.8,14007.29,2083.26,92411.6,0,Normal
EMP00745,Operations,7,61.9,33160.88,12491.21,6070.24,12.5,0.0,3370.47,930.38,51307.52,0,Normal
EMP00219,Engineering,7,49.4,47916.43,23730.8,7207.0,8.6,0.0,5193.71,2939.01,74584.77,0,Normal
EMP00769,Operations,21,40.5,34204.69,16930.0,6879.38,10.6,5431.92,5510.62,1151.09,60183.37,0,Normal
EMP00488,HR,23,71.5,44759.76,17765.49,5075.66,10.2,0.0,9100.01,3147.22,59633.83,0,Normal
EMP00803,Engineering,18,48.1,54599.07,21839.63,8189.86,15.9,5459.91,-3560.13,-793.46,102580.73,1,negative_deduction
EMP00549,Finance,8,93.5,68693.62,27767.28,13433.39,2.1,0.0,18246.88,2660.35,90339.47,0,Normal
EMP00317,HR,8,88.4,30746.8,9996.65,3808.29,1.1,0.0,3812.45,1634.62,39421.75,0,Normal
EMP00807,Management,22,,36892.68,14757.07,5533.9,7.7,18446.34,1844.63,737.85,75710.7,1,duplicate_manipulation
EMP00758,HR,24,49.9,51574.29,15866.32,5903.12,21.0,9659.74,10926.1,2234.88,79996.18,0,Normal
EMP00533,HR,1,91.5,44510.51,15947.68,6064.53,4.8,6822.91,8283.97,2650.51,64414.12,0,Normal
EMP00665,Engineering,24,90.8,46043.83,18907.78,10699.39,0.9,6309.62,8271.41,1050.15,73027.55,0,Normal
EMP00327,Finance,6,90.7,56923.63,19537.94,7281.58,0.5,0.0,8812.27,1234.95,73962.76,0,Normal
EMP00417,Engineering,25,73.8,77186.49,30157.33,11877.45,4.8,7501.37,22565.26,3929.24,103701.53,0,Normal
EMP00080,Operations,9,81.8,34621.49,11498.17,7906.72,6.9,0.0,8284.52,1860.97,46120.47,0,Normal
EMP00149,Operations,17,45.6,28408.66,11048.95,6894.49,7.8,0.0,6788.47,923.3,40717.71,0,Normal
EMP00426,Engineering,2,51.2,63833.47,27317.81,12158.63,12.8,0.0,9399.61,3425.36,98144.96,0,Normal
EMP00281,HR,4,80.5,46243.54,20229.13,,17.5,0.0,5622.57,3110.83,74272.74,0,Normal
EMP00427,Finance,11,44.5,28111.78,11724.04,3696.09,3.2,,3241.14,1527.32,39606.8,0,Normal
EMP00364,Engineering,21,92.2,54648.33,23459.36,10994.43,2.0,0.0,7400.7,1772.28,80953.8,0,Normal
EMP00695,HR,9,77.0,38634.62,14194.5,5529.26,2.2,0.0,10360.61,2124.57,46670.04,0,Normal
EMP00452,Operations,10,82.5,33473.15,10371.73,5714.83,2.6,5695.9,7529.95,1438.98,47102.59,0,Normal
EMP00538,Operations,2,,45669.99,19944.89,6064.01,3.3,0.0,11116.42,3599.61,58375.78,0,Normal
EMP00134,Finance,1,81.2,38772.65,12813.92,9314.16,2.1,3191.92,6824.83,1318.89,56712.27,0,Normal
EMP00431,Management,21,67.6,95979.68,37000.59,22583.03,9.7,0.0,24896.09,3840.73,135554.63,0,Normal
EMP00166,Operations,20,89.3,20000.0,6746.03,3615.64,3.1,0.0,5333.5,422.92,25186.5,0,Normal
EMP00526,Operations,2,95.8,33592.73,12660.65,4373.11,15.1,0.0,7839.5,1831.14,45711.32,0,Normal
EMP00056,Sales,23,62.5,33088.75,12485.26,3666.73,5.8,4639.21,9881.34,875.78,44922.03,0,Normal
EMP00479,Finance,13,87.2,28913.96,12707.25,5333.05,6.2,0.0,8492.94,1677.33,38464.61,0,Normal
EMP00670,Engineering,20,46.2,51683.17,20542.55,5891.33,1.3,0.0,9280.8,2207.86,67258.28,0,Normal
EMP00528,Engineering,5,81.2,66386.86,24998.51,16179.98,7.1,0.0,16007.02,3370.11,92607.1,0,Normal
EMP00430,Engineering,1,55.0,47391.01,17419.45,8765.81,5.5,7174.8,8694.41,957.12,73543.14,0,Normal
EMP00435,Operations,22,94.6,40563.56,19581.11,4076.32,10.2,7219.27,7491.99,2128.21,65698.95,0,Normal
EMP00205,Finance,11,77.3,52179.85,16736.69,6727.27,14.3,0.0,8306.93,3552.71,70779.53,0,Normal
EMP00592,Sales,29,,35003.24,14909.99,4029.65,2.0,0.0,8776.36,2785.04,43037.79,0,Normal
EMP00585,Operations,18,49.2,43047.99,14212.13,6406.63,1.7,0.0,5245.72,2466.95,56640.16,0,Normal
EMP00841,Management,20,72.6,48792.53,19517.01,7318.88,4.5,4879.25,9758.51,2439.63,7036.8,1,net_salary_inconsistency
EMP00335,Engineering,18,49.1,53851.85,26095.7,9213.36,4.3,5024.38,7599.47,4277.66,84479.06,0,Normal
EMP00794,Engineering,8,59.8,58194.21,25174.23,6010.86,2.5,0.0,8258.1,1597.93,80887.2,0,Normal
EMP00061,Finance,8,73.2,52609.45,23324.91,10290.57,2.8,0.0,6885.25,1177.03,79543.65,0,Normal
EMP00200,HR,10,99.6,33237.43,16501.04,5102.29,35.8,6236.58,5579.62,1943.62,64709.41,0,Normal
EMP00432,Finance,17,49.6,47731.25,14909.37,11231.3,11.8,0.0,9844.41,2843.34,66464.44,0,Normal
EMP00614,Sales,5,95.8,42415.64,19779.15,8104.03,5.5,0.0,10875.23,1753.49,59857.16,0,Normal
EMP00448,Finance,23,91.1,50122.75,16892.89,6647.76,0.1,0.0,12528.22,2971.14,58211.03,0,Normal
EMP00301,Operations,15,69.1,37762.58,18659.56,6087.57,1.0,3724.85,7195.78,2017.63,57375.17,0,Normal
EMP00573,Finance,27,92.1,48136.8,17754.43,5350.37,5.6,0.0,6899.09,1730.5,65139.19,0,Normal
